UNTESTED FUNCTIONS: 2907 functions, 82683 uncovered regions
======================================================================

All Untested Functions (sorted by impact):

Rank   Regions  Insts  Module                                             Function                      
  - insert_without_resize                     222 regions (3 insts)
  - delete                                    156 regions (2 insts)
  - resize                                     99 regions (3 insts)
  - insert                                     88 regions
  - create_example_47_2_table                  77 regions
  - lookup                                     56 regions (2 insts)
  - statistics                                 41 regions
  - create_table                               19 regions
  - load_and_size                               8 regions (2 insts)

Chap47clean::ChainedHashTable (3 functions, 6 instantiations, 72 regions):
  - delete_chained                             24 regions (2 insts)
  - insert_chained                             24 regions (2 insts)
  - lookup_chained                             24 regions (2 insts)

Chap47clean::DoubleHashFlatHashTable (6 functions, 12 instantiations, 228 regions):
  - second_hash                                56 regions (2 insts)
  - delete                                     42 regions (2 insts)
  - find_slot                                  40 regions (2 insts)
  - lookup                                     38 regions (2 insts)
  - insert                                     32 regions (2 insts)
  - probe                                      20 regions (2 insts)

Chap47clean::FlatHashTable (6 functions, 12 instantiations, 112 regions):
  - lookup_with_probe                          36 regions (2 insts)
  - insert_with_probe                          24 regions (2 insts)
  - delete                                     20 regions (2 insts)
  - lookup                                     18 regions (2 insts)
  - insert                                      8 regions (2 insts)
  - new                                         6 regions (2 insts)

Chap47clean::LinProbFlatHashTable (5 functions, 10 instantiations, 162 regions):
  - delete                                     42 regions (2 insts)
  - find_slot                                  40 regions (2 insts)
  - lookup                                     38 regions (2 insts)
  - insert                                     32 regions (2 insts)
  - probe                                      10 regions (2 insts)

Chap47clean::LinkedListChainedHashTable (5 functions, 16 instantiations, 148 regions):
  - delete                                     62 regions (4 insts)
  - insert                                     40 regions (4 insts)
  - lookup                                     30 regions (4 insts)
  - hash_index                                 10 regions (2 insts)
  - new                                         6 regions (2 insts)

Chap47clean::ParaHashTableStEph (3 functions, 6 instantiations, 36 regions):
  - createTable                                16 regions (2 insts)
  - loadAndSize                                14 regions (2 insts)
  - metrics                                     6 regions (2 insts)

Chap47clean::QuadProbFlatHashTable (5 functions, 10 instantiations, 182 regions):
  - delete                                     48 regions (2 insts)
  - find_slot                                  46 regions (2 insts)
  - lookup                                     44 regions (2 insts)
  - insert                                     32 regions (2 insts)
  - probe                                      12 regions (2 insts)

Chap47clean::StructChainedHashTable (6 functions, 20 instantiations, 150 regions):
  - insert                                     50 regions (4 insts)
  - delete                                     40 regions (4 insts)
  - lookup                                     32 regions (4 insts)
  - new                                        12 regions (4 insts)
  - hash_index                                 10 regions (2 insts)
  - default                                     6 regions (2 insts)

Chap47clean::VecChainedHashTable (5 functions, 18 instantiations, 120 regions):
  - insert                                     40 regions (4 insts)
  - delete                                     34 regions (6 insts)
  - lookup                                     30 regions (4 insts)
  - hash_index                                 10 regions (2 insts)
  - new                                         6 regions (2 insts)

Chap49::MinEditDistMtEph (14 functions, 32 instantiations, 306 regions):
  - min_edit_distance_rec                     134 regions (6 insts)
  - min_edit_distance                          32 regions (2 insts)
  - fmt                                        20 regions (2 insts)
  - set_source                                 18 regions (2 insts)
  - set_target                                 18 regions (2 insts)
  - new                                        16 regions (2 insts)
  - clear_memo                                 12 regions (2 insts)
  - from_sequences                             12 regions (2 insts)
  - memo_size                                  12 regions (2 insts)
  - eq                                          8 regions (2 insts)
  - source_mut                                  6 regions (2 insts)
  - target_mut                                  6 regions (2 insts)
  - source                                      6 regions (2 insts)
  - target                                      6 regions (2 insts)

Chap49::MinEditDistMtPer (9 functions, 22 instantiations, 246 regions):
  - min_edit_distance_rec                     134 regions (6 insts)
  - min_edit_distance                          32 regions (2 insts)
  - fmt                                        20 regions (2 insts)
  - new                                        16 regions (2 insts)
  - from_sequences                             12 regions (2 insts)
  - memo_size                                  12 regions (2 insts)
  - eq                                          8 regions (2 insts)
  - source                                      6 regions (2 insts)
  - target                                      6 regions (2 insts)

Chap49::MinEditDistStEph (14 functions, 38 instantiations, 284 regions):
  - min_edit_distance_rec                      92 regions (2 insts)
  - into_iter                                  62 regions (12 insts)
  - min_edit_distance                          28 regions (2 insts)
  - fmt                                        14 regions (2 insts)
  - set_source                                 14 regions (2 insts)
  - set_target                                 14 regions (2 insts)
  - new                                        12 regions (2 insts)
  - clear_memo                                  8 regions (2 insts)
  - from_sequences                              8 regions (2 insts)
  - memo_size                                   8 regions (2 insts)
  - source_mut                                  6 regions (2 insts)
  - target_mut                                  6 regions (2 insts)
  - source                                      6 regions (2 insts)
  - target                                      6 regions (2 insts)

Chap49::MinEditDistStPer (9 functions, 24 instantiations, 220 regions):
  - min_edit_distance_rec                      92 regions (2 insts)
  - into_iter                                  40 regions (8 insts)
  - min_edit_distance                          34 regions (2 insts)
  - fmt                                        14 regions (2 insts)
  - new                                        12 regions (2 insts)
  - from_sequences                              8 regions (2 insts)
  - memo_size                                   8 regions (2 insts)
  - source                                      6 regions (2 insts)
  - target                                      6 regions (2 insts)

Chap49::SubsetSumMtEph (11 functions, 26 instantiations, 260 regions):
  - subset_sum_rec                            126 regions (6 insts)
  - subset_sum                                 32 regions (2 insts)
  - fmt                                        20 regions (2 insts)
  - set                                        18 regions (2 insts)
  - clear_memo                                 12 regions (2 insts)
  - new                                        12 regions (2 insts)
  - memo_size                                  12 regions (2 insts)
  - from_multiset                              10 regions (2 insts)
  - eq                                          6 regions (2 insts)
  - multiset_mut                                6 regions (2 insts)
  - multiset                                    6 regions (2 insts)

Chap49::SubsetSumMtPer (8 functions, 20 instantiations, 222 regions):
  - subset_sum_rec                            124 regions (6 insts)
  - subset_sum                                 32 regions (2 insts)
  - fmt                                        20 regions (2 insts)
  - new                                        12 regions (2 insts)
  - memo_size                                  12 regions (2 insts)
  - from_multiset                              10 regions (2 insts)
  - eq                                          6 regions (2 insts)
  - multiset                                    6 regions (2 insts)

Chap49::SubsetSumStEph (11 functions, 26 instantiations, 200 regions):
  - subset_sum_rec                             74 regions (2 insts)
  - into_iter                                  28 regions (6 insts)
  - subset_sum                                 28 regions (2 insts)
  - fmt                                        14 regions (2 insts)
  - set                                        14 regions (2 insts)
  - clear_memo                                  8 regions (2 insts)
  - new                                         8 regions (2 insts)
  - memo_size                                   8 regions (2 insts)
  - multiset_mut                                6 regions (2 insts)
  - from_multiset                               6 regions (2 insts)
  - multiset                                    6 regions (2 insts)

Chap49::SubsetSumStPer (8 functions, 18 instantiations, 168 regions):
  - subset_sum_rec                             74 regions (2 insts)
  - subset_sum                                 34 regions (2 insts)
  - into_iter                                  18 regions (4 insts)
  - fmt                                        14 regions (2 insts)
  - new                                         8 regions (2 insts)
  - memo_size                                   8 regions (2 insts)
  - from_multiset                               6 regions (2 insts)
  - multiset                                    6 regions (2 insts)

Chap50::MatrixChainMtEph (16 functions, 27 instantiations, 287 regions):
  - into_iter                                  56 regions (6 insts)
  - matrix_chain_rec                           48 regions (2 insts)
  - parallel_min_reduction                     44 regions (3 insts)
  - fmt                                        25 regions (3 insts)
  - optimal_cost                               17 regions
  - from_dim_pairs                             16 regions (2 insts)
  - multiply_cost                              12 regions
  - update_dimension                           12 regions
  - set_dimension                              10 regions
  - eq                                          9 regions
  - from_dimensions                             7 regions
  - new                                         7 regions
  - clear_memo                                  6 regions
  - dimensions                                  6 regions
  - num_matrices                                6 regions
  - memo_size                                   6 regions

Chap50::MatrixChainMtPer (13 functions, 23 instantiations, 212 regions):
  - matrix_chain_rec                           48 regions (2 insts)
  - parallel_min_reduction                     44 regions (3 insts)
  - into_iter                                  28 regions (4 insts)
  - fmt                                        21 regions (3 insts)
  - from_dim_pairs                             15 regions (2 insts)
  - optimal_cost                               14 regions
  - memo_size                                  12 regions (2 insts)
  - multiply_cost                               9 regions
  - from_dimensions                             6 regions
  - new                                         6 regions
  - eq                                          3 regions
  - dimensions                                  3 regions
  - num_matrices                                3 regions

Chap50::MatrixChainStEph (15 functions, 24 instantiations, 162 regions):
  - matrix_chain_rec                           39 regions (2 insts)
  - fmt                                        28 regions (4 insts)
  - into_iter                                  20 regions (5 insts)
  - optimal_cost                               13 regions
  - from_dim_pairs                             11 regions (2 insts)
  - update_dimension                           10 regions
  - multiply_cost                               9 regions
  - set_dimension                               8 regions
  - clear_memo                                  4 regions
  - num_matrices                                4 regions
  - memo_size                                   4 regions
  - dimensions                                  3 regions
  - dimensions_mut                              3 regions
  - from_dimensions                             3 regions
  - new                                         3 regions

Chap50::MatrixChainStPer (11 functions, 18 instantiations, 131 regions):
  - matrix_chain_rec                           39 regions (2 insts)
  - fmt                                        23 regions (3 insts)
  - optimal_cost                               16 regions
  - into_iter                                  12 regions (3 insts)
  - from_dim_pairs                             11 regions (2 insts)
  - multiply_cost                               9 regions
  - memo_size                                   8 regions (2 insts)
  - num_matrices                                4 regions
  - dimensions                                  3 regions
  - from_dimensions                             3 regions
  - new                                         3 regions

Chap50::OptBinSearchTreeMtEph (15 functions, 50 instantiations, 514 regions):
  - obst_rec                                  114 regions (8 insts)
  - parallel_min_reduction                     88 regions (6 insts)
  - into_iter                                  56 regions (6 insts)
  - fmt                                        40 regions (4 insts)
  - from_keys_probs                            36 regions (4 insts)
  - optimal_cost                               34 regions (2 insts)
  - eq                                         30 regions (4 insts)
  - update_prob                                20 regions (2 insts)
  - set_key_prob                               20 regions (2 insts)
  - from_key_probs                             14 regions (2 insts)
  - new                                        14 regions (2 insts)
  - clear_memo                                 12 regions (2 insts)
  - keys                                       12 regions (2 insts)
  - num_keys                                   12 regions (2 insts)
  - memo_size                                  12 regions (2 insts)

Chap50::OptBinSearchTreeMtPer (12 functions, 42 instantiations, 384 regions):
  - obst_rec                                  108 regions (8 insts)
  - parallel_min_reduction                     88 regions (6 insts)
  - from_keys_probs                            34 regions (4 insts)
  - fmt                                        32 regions (4 insts)
  - into_iter                                  28 regions (4 insts)
  - optimal_cost                               28 regions (2 insts)
  - eq                                         18 regions (4 insts)
  - from_key_probs                             12 regions (2 insts)
  - new                                        12 regions (2 insts)
  - memo_size                                  12 regions (2 insts)
  - keys                                        6 regions (2 insts)
  - num_keys                                    6 regions (2 insts)

Chap50::OptBinSearchTreeStEph (14 functions, 42 instantiations, 276 regions):
  - obst_rec                                   90 regions (8 insts)
  - fmt                                        28 regions (4 insts)
  - optimal_cost                               28 regions (2 insts)
  - from_keys_probs                            26 regions (4 insts)
  - into_iter                                  24 regions (6 insts)
  - update_prob                                16 regions (2 insts)
  - set_key_prob                               16 regions (2 insts)
  - clear_memo                                  8 regions (2 insts)
  - num_keys                                    8 regions (2 insts)
  - memo_size                                   8 regions (2 insts)
  - from_key_probs                              6 regions (2 insts)
  - new                                         6 regions (2 insts)
  - keys                                        6 regions (2 insts)
  - keys_mut                                    6 regions (2 insts)

Chap50::OptBinSearchTreeStPer (10 functions, 32 instantiations, 228 regions):
  - obst_rec                                   90 regions (8 insts)
  - optimal_cost                               34 regions (2 insts)
  - fmt                                        28 regions (4 insts)
  - from_keys_probs                            26 regions (4 insts)
  - into_iter                                  16 regions (4 insts)
  - num_keys                                    8 regions (2 insts)
  - memo_size                                   8 regions (2 insts)
  - from_key_probs                              6 regions (2 insts)
  - new                                         6 regions (2 insts)
  - keys                                        6 regions (2 insts)

Chap50::Probability (15 functions, 21 instantiations, 87 regions):
  - cmp                                        13 regions
  - from                                       12 regions (4 insts)
  - hash                                       10 regions (2 insts)
  - fmt                                        10 regions (2 insts)
  - default                                     6 regions (2 insts)
  - new                                         6 regions
  - eq                                          5 regions
  - partial_cmp                                 4 regions
  - zero                                        3 regions
  - value                                       3 regions
  - infinity                                    3 regions
  - add                                         3 regions
  - sub                                         3 regions
  - mul                                         3 regions
  - div                                         3 regions

Chap51::BottomUpDPMtEph (12 functions, 18 instantiations, 197 regions):
  - compute_diagonal_parallel                  76 regions (5 insts)
  - initialize_base_cases                      28 regions
  - med_bottom_up_parallel                     23 regions
  - compute_cell_value_static                  21 regions
  - fmt                                         9 regions
  - default                                     9 regions
  - set_s                                       8 regions (2 insts)
  - set_t                                       8 regions (2 insts)
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions
  - new                                         3 regions

Chap51::BottomUpDPMtPer (10 functions, 14 instantiations, 179 regions):
  - compute_diagonal_parallel                  76 regions (5 insts)
  - initialize_base_cases                      28 regions
  - med_bottom_up_parallel                     23 regions
  - compute_cell_value_static                  19 regions
  - fmt                                         9 regions
  - default                                     9 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions
  - new                                         3 regions

Chap51::BottomUpDPStEph (12 functions, 12 instantiations, 134 regions):
  - compute_diagonal                           32 regions
  - initialize_base_cases                      28 regions
  - med_bottom_up                              17 regions
  - compute_cell_value                         16 regions
  - fmt                                         9 regions
  - default                                     9 regions
  - set_s                                       4 regions
  - set_t                                       4 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions
  - new                                         3 regions

Chap51::BottomUpDPStPer (10 functions, 10 instantiations, 128 regions):
  - compute_diagonal                           33 regions
  - initialize_base_cases                      28 regions
  - med_bottom_up                              18 regions
  - compute_cell_value                         16 regions
  - fmt                                         9 regions
  - default                                     9 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions
  - new                                         3 regions

Chap51::TopDownDPMtEph (18 functions, 24 instantiations, 281 regions):
  - med_recursive_parallel                     83 regions (4 insts)
  - med_recursive_concurrent                   56 regions
  - insert_memo                                16 regions (2 insts)
  - set_s                                      12 regions (2 insts)
  - set_t                                      12 regions (2 insts)
  - med_memoized_parallel                      12 regions
  - med_memoized_concurrent                    12 regions
  - fmt                                        11 regions
  - eq                                         11 regions
  - get_memoized                                9 regions
  - default                                     9 regions
  - is_memoized                                 8 regions
  - clear_memo                                  6 regions
  - new                                         6 regions
  - memo_size                                   6 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions

Chap51::TopDownDPMtPer (16 functions, 20 instantiations, 249 regions):
  - med_recursive_parallel                     81 regions (4 insts)
  - med_recursive_concurrent                   54 regions
  - with_memo_table                            12 regions (2 insts)
  - med_memoized_parallel                      12 regions
  - med_memoized_concurrent                    12 regions
  - fmt                                        11 regions
  - eq                                         11 regions
  - get_memoized                                9 regions
  - default                                     9 regions
  - is_memoized                                 8 regions
  - clear_memo                                  6 regions
  - new                                         6 regions
  - memo_size                                   6 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions

Chap51::TopDownDPStEph (15 functions, 18 instantiations, 152 regions):
  - med_recursive                              49 regions
  - insert_memo                                12 regions (2 insts)
  - set_s                                      12 regions (2 insts)
  - set_t                                      12 regions (2 insts)
  - med_memoized                               12 regions
  - fmt                                        11 regions
  - default                                     9 regions
  - get_memoized                                6 regions
  - is_memoized                                 5 regions
  - clear_memo                                  4 regions
  - new                                         4 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions
  - memo_size                                   4 regions

Chap51::TopDownDPStPer (13 functions, 13 instantiations, 128 regions):
  - med_recursive                              53 regions
  - med_memoized                               16 regions
  - fmt                                        11 regions
  - default                                     9 regions
  - get_memoized                                6 regions
  - is_memoized                                 5 regions
  - clear_memo                                  4 regions
  - with_memo_table                             4 regions
  - new                                         4 regions
  - is_empty                                    4 regions
  - s_length                                    4 regions
  - t_length                                    4 regions
  - memo_size                                   4 regions

Chap52::AdjMatrixGraphMtPer (7 functions, 7 instantiations, 112 regions):
  - complement                                 30 regions
  - out_neighbors                              20 regions
  - out_degree                                 18 regions
  - num_edges                                  17 regions
  - new                                        15 regions
  - has_edge                                    9 regions
  - num_vertices                                3 regions

Chap52::AdjMatrixGraphStEph (9 functions, 10 instantiations, 138 regions):
  - complement                                 28 regions
  - out_neighbors                              20 regions
  - out_degree                                 18 regions
  - num_edges                                  17 regions
  - set_edge                                   16 regions
  - new                                        15 regions
  - from_matrix                                12 regions (2 insts)
  - has_edge                                    9 regions
  - num_vertices                                3 regions

Chap52::AdjMatrixGraphStPer (9 functions, 10 instantiations, 163 regions):
  - set_edge                                   41 regions
  - complement                                 28 regions
  - out_neighbors                              20 regions
  - out_degree                                 18 regions
  - num_edges                                  17 regions
  - new                                        15 regions
  - from_matrix                                12 regions (2 insts)
  - has_edge                                    9 regions
  - num_vertices                                3 regions

Chap52::AdjSeqGraphMtPer (7 functions, 8 instantiations, 120 regions):
  - map_vertices                               64 regions (2 insts)
  - has_edge                                   18 regions
  - new                                        12 regions
  - num_edges                                  12 regions
  - out_degree                                  5 regions
  - out_neighbors                               5 regions
  - num_vertices                                4 regions

Chap52::AdjSeqGraphStEph (9 functions, 11 instantiations, 138 regions):
  - set_edge                                   60 regions
  - has_edge                                   18 regions
  - set_neighbors                              16 regions (2 insts)
  - new                                        12 regions
  - num_edges                                  12 regions
  - from_seq                                    6 regions (2 insts)
  - out_degree                                  5 regions
  - out_neighbors                               5 regions
  - num_vertices                                4 regions

Chap52::AdjSeqGraphStPer (9 functions, 10 instantiations, 158 regions):
  - insert_edge                                54 regions
  - delete_edge                                43 regions
  - has_edge                                   18 regions
  - new                                        12 regions
  - num_edges                                  12 regions
  - from_seq                                    6 regions (2 insts)
  - out_degree                                  5 regions
  - num_vertices                                4 regions
  - out_neighbors                               4 regions

Chap52::AdjTableGraphMtPer (11 functions, 31 instantiations, 265 regions):
  - insert_edge                                73 regions (5 insts)
  - num_edges                                  46 regions (2 insts)
  - delete_vertex                              32 regions (4 insts)
  - delete_edge                                30 regions (2 insts)
  - insert_vertex                              22 regions (2 insts)
  - has_edge                                   18 regions (4 insts)
  - out_neighbors                              14 regions (4 insts)
  - out_degree                                 10 regions (2 insts)
  - num_vertices                                8 regions (2 insts)
  - empty                                       6 regions (2 insts)
  - default                                     6 regions (2 insts)

Chap52::AdjTableGraphStEph (12 functions, 38 instantiations, 356 regions):
  - delete_vertex                              80 regions (6 insts)
  - insert_edge                                68 regions (7 insts)
  - num_edges                                  52 regions (2 insts)
  - delete_edge                                38 regions (4 insts)
  - vertices                                   36 regions (2 insts)
  - insert_vertex                              18 regions (5 insts)
  - has_edge                                   18 regions (2 insts)
  - out_neighbors                              16 regions (2 insts)
  - out_degree                                 10 regions (2 insts)
  - num_vertices                                8 regions (2 insts)
  - from_table                                  6 regions (2 insts)
  - empty                                       6 regions (2 insts)

Chap52::AdjTableGraphStPer (12 functions, 24 instantiations, 332 regions):
  - delete_vertex                              76 regions (2 insts)
  - insert_edge                                56 regions (2 insts)
  - num_edges                                  46 regions (2 insts)
  - vertices                                   38 regions (2 insts)
  - delete_edge                                36 regions (2 insts)
  - has_edge                                   18 regions (2 insts)
  - insert_vertex                              16 regions (2 insts)
  - out_neighbors                              16 regions (2 insts)
  - out_degree                                 10 regions (2 insts)
  - num_vertices                                8 regions (2 insts)
  - from_table                                  6 regions (2 insts)
  - empty                                       6 regions (2 insts)

Chap52::EdgeSetGraphMtPer (14 functions, 32 instantiations, 226 regions):
  - out_neighbors                              52 regions (4 insts)
  - delete_vertex                              46 regions (4 insts)
  - insert_edge                                28 regions (2 insts)
  - delete_edge                                18 regions (2 insts)
  - has_edge                                   14 regions (2 insts)
  - insert_vertex                              12 regions (2 insts)
  - out_degree                                 10 regions (2 insts)
  - num_vertices                                8 regions (2 insts)
  - num_edges                                   8 regions (2 insts)
  - from_vertices_and_edges                     6 regions (2 insts)
  - edges                                       6 regions (2 insts)
  - empty                                       6 regions (2 insts)
  - vertices                                    6 regions (2 insts)
  - default                                     6 regions (2 insts)

Chap52::EdgeSetGraphStEph (13 functions, 28 instantiations, 236 regions):
  - delete_vertex                              72 regions (2 insts)
  - out_neighbors                              50 regions (4 insts)
  - insert_edge                                26 regions (2 insts)
  - delete_edge                                14 regions (2 insts)
  - has_edge                                   14 regions (2 insts)
  - out_degree                                 10 regions (2 insts)
  - insert_vertex                              10 regions (2 insts)
  - num_vertices                                8 regions (2 insts)
  - num_edges                                   8 regions (2 insts)
  - from_vertices_and_edges                     6 regions (2 insts)
  - edges                                       6 regions (2 insts)
  - empty                                       6 regions (2 insts)
  - vertices                                    6 regions (2 insts)

Chap52::EdgeSetGraphStPer (13 functions, 30 instantiations, 216 regions):
  - out_neighbors                              52 regions (4 insts)
  - delete_vertex                              40 regions (4 insts)
  - insert_edge                                28 regions (2 insts)
  - delete_edge                                20 regions (2 insts)
  - has_edge                                   14 regions (2 insts)
  - insert_vertex                              12 regions (2 insts)
  - out_degree                                 10 regions (2 insts)
  - num_vertices                                8 regions (2 insts)
  - num_edges                                   8 regions (2 insts)
  - from_vertices_and_edges                     6 regions (2 insts)
  - edges                                       6 regions (2 insts)
  - empty                                       6 regions (2 insts)
  - vertices                                    6 regions (2 insts)

Chap53::GraphSearchMtPer (5 functions, 12 instantiations, 156 regions):
  - explore                                    76 regions (2 insts)
  - select                                     28 regions (4 insts)
  - graph_search                               18 regions (2 insts)
  - graph_search_multi                         18 regions (2 insts)
  - reachable                                  16 regions (2 insts)

Chap53::GraphSearchStEph (5 functions, 12 instantiations, 156 regions):
  - explore                                    76 regions (2 insts)
  - select                                     28 regions (4 insts)
  - graph_search                               18 regions (2 insts)
  - graph_search_multi                         18 regions (2 insts)
  - reachable                                  16 regions (2 insts)

Chap53::GraphSearchStPer (5 functions, 12 instantiations, 156 regions):
  - explore                                    76 regions (2 insts)
  - select                                     28 regions (4 insts)
  - graph_search                               18 regions (2 insts)
  - graph_search_multi                         18 regions (2 insts)
  - reachable                                  16 regions (2 insts)

Chap53::PQMinMtEph (5 functions, 10 instantiations, 232 regions):
  - pq_min_multi                              186 regions (2 insts)
  - pq_min                                     18 regions (2 insts)
  - find_min_priority                          16 regions (2 insts)
  - new                                         6 regions (2 insts)
  - priority                                    6 regions (2 insts)

Chap53::PQMinMtPer (6 functions, 12 instantiations, 276 regions):
  - explore                                   160 regions (2 insts)
  - pq_min_multi                               70 regions (2 insts)
  - pq_min                                     18 regions (2 insts)
  - find_min_priority                          16 regions (2 insts)
  - new                                         6 regions (2 insts)
  - priority                                    6 regions (2 insts)

Chap53::PQMinStEph (6 functions, 12 instantiations, 276 regions):
  - explore                                   160 regions (2 insts)
  - pq_min_multi                               70 regions (2 insts)
  - pq_min                                     18 regions (2 insts)
  - find_min_priority                          16 regions (2 insts)
  - new                                         6 regions (2 insts)
  - priority                                    6 regions (2 insts)

Chap53::PQMinStPer (6 functions, 12 instantiations, 282 regions):
  - explore                                   160 regions (2 insts)
  - pq_min_multi                               70 regions (2 insts)
  - find_min_priority                          22 regions (2 insts)
  - pq_min                                     18 regions (2 insts)
  - new                                         6 regions (2 insts)
  - priority                                    6 regions (2 insts)

Chap54::BFSMtEph (1 functions, 1 instantiations, 54 regions):
  - bfs                                        54 regions

Chap54::BFSMtPer (1 functions, 1 instantiations, 56 regions):
  - bfs                                        56 regions

Chap54::BFSStEph (1 functions, 1 instantiations, 45 regions):
  - bfs                                        45 regions

Chap54::BFSStPer (1 functions, 1 instantiations, 49 regions):
  - bfs                                        49 regions

Chap55::CycleDetectStEph (2 functions, 2 instantiations, 63 regions):
  - dfs_check_cycle                            40 regions
  - has_cycle                                  23 regions

Chap55::CycleDetectStPer (2 functions, 2 instantiations, 69 regions):
  - dfs_check_cycle                            45 regions
  - has_cycle                                  24 regions

Chap55::DFSStEph (2 functions, 2 instantiations, 44 regions):
  - dfs_recursive                              25 regions
  - dfs                                        19 regions

Chap55::DFSStPer (2 functions, 2 instantiations, 40 regions):
  - dfs_recursive                              28 regions
  - dfs                                        12 regions

Chap55::SCCStEph (5 functions, 6 instantiations, 151 regions):
  - scc                                        51 regions
  - transpose_graph                            29 regions (2 insts)
  - dfs_finish_order                           25 regions
  - dfs_reach                                  25 regions
  - compute_finish_order                       21 regions

Chap55::SCCStPer (5 functions, 6 instantiations, 166 regions):
  - scc                                        39 regions
  - dfs_reach                                  37 regions
  - dfs_finish_order                           36 regions
  - transpose_graph                            29 regions (2 insts)
  - compute_finish_order                       25 regions

Chap55::TopoSortStEph (4 functions, 6 instantiations, 154 regions):
  - dfs_finish_order                           50 regions (2 insts)
  - topo_sort                                  42 regions (2 insts)
  - dfs_finish_order_cycle_detect              37 regions
  - topological_sort_opt                       25 regions

Chap55::TopoSortStPer (4 functions, 6 instantiations, 211 regions):
  - dfs_finish_order                           72 regions (2 insts)
  - dfs_finish_order_cycle_detect              58 regions
  - topo_sort                                  50 regions (2 insts)
  - topological_sort_opt                       31 regions

Chap56::AllPairsResultStEphFloat (7 functions, 7 instantiations, 116 regions):
  - extract_path                               32 regions
  - new                                        27 regions
  - set_distance                               15 regions
  - set_predecessor                            15 regions
  - get_predecessor                            13 regions
  - get_distance                                9 regions
  - is_reachable                                5 regions

Chap56::AllPairsResultStEphInt (7 functions, 7 instantiations, 116 regions):
  - extract_path                               32 regions
  - new                                        27 regions
  - set_distance                               15 regions
  - set_predecessor                            15 regions
  - get_predecessor                            13 regions
  - get_distance                                9 regions
  - is_reachable                                5 regions

Chap56::AllPairsResultStPerFloat (7 functions, 10 instantiations, 111 regions):
  - extract_path                               32 regions
  - new                                        18 regions (4 insts)
  - set_distance                               17 regions
  - set_predecessor                            17 regions
  - get_predecessor                            13 regions
  - get_distance                                9 regions
  - is_reachable                                5 regions

Chap56::AllPairsResultStPerInt (7 functions, 10 instantiations, 111 regions):
  - extract_path                               32 regions
  - new                                        18 regions (4 insts)
  - set_distance                               17 regions
  - set_predecessor                            17 regions
  - get_predecessor                            13 regions
  - get_distance                                9 regions
  - is_reachable                                5 regions

Chap56::PathWeightUtilsStEph (4 functions, 4 instantiations, 142 regions):
  - validate_subpath_property_float            40 regions
  - validate_subpath_property_int              39 regions
  - path_weight_int                            32 regions
  - path_weight_float                          31 regions

Chap56::PathWeightUtilsStPer (4 functions, 4 instantiations, 142 regions):
  - validate_subpath_property_float            40 regions
  - validate_subpath_property_int              39 regions
  - path_weight_int                            32 regions
  - path_weight_float                          31 regions

Chap56::SSSPResultStEphFloat (7 functions, 7 instantiations, 80 regions):
  - extract_path                               26 regions
  - new                                        14 regions
  - get_predecessor                            12 regions
  - get_distance                                8 regions
  - set_distance                                8 regions
  - set_predecessor                             8 regions
  - is_reachable                                4 regions

Chap56::SSSPResultStEphInt (7 functions, 7 instantiations, 80 regions):
  - extract_path                               26 regions
  - new                                        14 regions
  - get_predecessor                            12 regions
  - get_distance                                8 regions
  - set_distance                                8 regions
  - set_predecessor                             8 regions
  - is_reachable                                4 regions

Chap56::SSSPResultStPerFloat (7 functions, 8 instantiations, 86 regions):
  - extract_path                               26 regions
  - new                                        14 regions (2 insts)
  - get_predecessor                            12 regions
  - set_distance                               11 regions
  - set_predecessor                            11 regions
  - get_distance                                8 regions
  - is_reachable                                4 regions

Chap56::SSSPResultStPerInt (7 functions, 8 instantiations, 86 regions):
  - extract_path                               26 regions
  - new                                        14 regions (2 insts)
  - get_predecessor                            12 regions
  - set_distance                               11 regions
  - set_predecessor                            11 regions
  - get_distance                                8 regions
  - is_reachable                                4 regions
